,neighbourhood,latitude,longitude,room_type,price
5982,Frederiksberg,55.68474000000001,12.54988,Private room,525
5983,Amager st,55.65094000000001,12.63907,Private room,710
5984,Frederiksberg,55.67881,12.49507,Entire home/apt,689
5985,Indre By,55.67841,12.57448,Entire home/apt,1249
5986,Vesterbro-Kongens Enghave,55.66493000000001,12.54233,Entire home/apt,553
5987,Frederiksberg,55.69025,12.51589,Entire home/apt,450
5988,Frederiksberg,55.67862,12.52929,Entire home/apt,594
5989,sterbro,55.70944,12.58502,Entire home/apt,937
5990,Vesterbro-Kongens Enghave,55.66539,12.55134,Entire home/apt,699
5991,Amager Vest,55.66277,12.59625,Entire home/apt,560
5992,sterbro,55.69825,12.58573,Entire home/apt,1202
5993,Vesterbro-Kongens Enghave,55.66691,12.54097,Entire home/apt,798
5994,sterbro,55.70055,12.58003,Entire home/apt,996
5995,Nrrebro,55.70064,12.54908,Private room,314
5996,Vanlse,55.68277,12.47834,Entire home/apt,849
5997,Indre By,55.67376,12.56191,Entire home/apt,1003
5998,Nrrebro,55.69936,12.55303,Entire home/apt,1453
5999,Frederiksberg,55.66928000000001,12.53078,Entire home/apt,703
6000,Vanlse,55.69865,12.52188,Entire home/apt,662
6001,Nrrebro,55.699,12.53872,Entire home/apt,655
6002,Nrrebro,55.69581,12.55846,Entire home/apt,600
6003,Indre By,55.67594,12.60023,Entire home/apt,801
6004,Amager st,55.66481,12.60951,Entire home/apt,998
6005,sterbro,55.70251,12.57725,Entire home/apt,1059
6006,Amager Vest,55.65678000000001,12.60346,Entire home/apt,553
6007,Nrrebro,55.69226999999999,12.55499,Entire home/apt,648
6008,Vesterbro-Kongens Enghave,55.66471,12.55052,Entire home/apt,1010
6009,Frederiksberg,55.68301999999999,12.53484,Entire home/apt,703
6010,Frederiksberg,55.68468000000001,12.52999,Entire home/apt,901
6011,Frederiksberg,55.67934,12.55141,Entire home/apt,1501
6012,Amager Vest,55.63355,12.58109,Entire home/apt,1303
6013,Brnshj-Husum,55.71031,12.51063,Private room,232
6014,Nrrebro,55.68776999999999,12.54632,Private room,553
6015,Nrrebro,55.69288,12.56748,Entire home/apt,901
6016,sterbro,55.70399000000001,12.57851,Entire home/apt,1999
6017,Frederiksberg,55.6848,12.53855,Entire home/apt,798
6018,Nrrebro,55.6926,12.54553,Private room,502
6019,sterbro,55.72847,12.56969,Entire home/apt,1311
6020,Bispebjerg,55.70288000000001,12.5272,Entire home/apt,450
6021,Bispebjerg,55.70245,12.52756,Entire home/apt,403
6022,Vesterbro-Kongens Enghave,55.66484000000001,12.54813,Entire home/apt,798
6023,Nrrebro,55.69657,12.54075,Entire home/apt,450
6024,sterbro,55.71514000000001,12.56068,Entire home/apt,382
6025,sterbro,55.699,12.58718,Entire home/apt,801
6026,Nrrebro,55.70351,12.54785,Entire home/apt,498
6027,Frederiksberg,55.69068000000001,12.51999,Entire home/apt,1100
6028,Vesterbro-Kongens Enghave,55.6732,12.55013,Entire home/apt,1099
6029,Nrrebro,55.69119,12.54483,Entire home/apt,502
6030,Nrrebro,55.69521,12.54465,Private room,396
6031,Indre By,55.67404000000001,12.58949,Entire home/apt,903
6032,Vesterbro-Kongens Enghave,55.66571,12.55575,Entire home/apt,1003
6033,Amager st,55.66721,12.59871,Entire home/apt,751
6034,Indre By,55.67491999999999,12.59164,Entire home/apt,1602
6035,Vesterbro-Kongens Enghave,55.66709,12.55078,Entire home/apt,798
6036,Amager Vest,55.65611,12.60941,Private room,519
6037,Bispebjerg,55.71019,12.52032,Entire home/apt,498
6038,Amager Vest,55.63226,12.59,Entire home/apt,1399
6039,Nrrebro,55.69113,12.5593,Entire home/apt,648
6040,Valby,55.66768,12.50021,Entire home/apt,598
6041,Vesterbro-Kongens Enghave,55.66992,12.5588,Entire home/apt,652
6042,sterbro,55.71209,12.5715,Entire home/apt,457
6043,Vesterbro-Kongens Enghave,55.66736,12.552,Entire home/apt,648
6044,Valby,55.65588,12.50891,Private room,198
6045,Vanlse,55.69832,12.51742,Entire home/apt,225
6046,Amager Vest,55.66053,12.59984,Entire home/apt,600
6047,Amager st,55.66472,12.61394,Entire home/apt,600
6048,Nrrebro,55.69301,12.55863,Entire home/apt,587
6049,Nrrebro,55.70115,12.54205,Entire home/apt,600
6050,Amager Vest,55.66779,12.58365,Entire home/apt,949
6051,sterbro,55.69929000000001,12.58371,Entire home/apt,969
6052,Bispebjerg,55.71231,12.53666,Private room,300
6053,Nrrebro,55.69315,12.54479,Entire home/apt,512
6054,Nrrebro,55.70022,12.54084,Entire home/apt,498
6055,Indre By,55.68853000000001,12.59087,Entire home/apt,1202
6056,Amager Vest,55.65873000000001,12.5717,Entire home/apt,491
6057,Frederiksberg,55.67672,12.55578,Entire home/apt,1494
6058,Indre By,55.69705,12.57893,Entire home/apt,498
6059,Brnshj-Husum,55.70326,12.49639,Private room,292
6060,Brnshj-Husum,55.71147,12.51012,Entire home/apt,478
6061,sterbro,55.70157,12.57578,Entire home/apt,2716
6062,Vesterbro-Kongens Enghave,55.66953,12.55078,Entire home/apt,598
6063,Indre By,55.69076,12.57188,Entire home/apt,300
6064,Nrrebro,55.69604,12.54013,Entire home/apt,751
6065,Vesterbro-Kongens Enghave,55.6648,12.5519,Entire home/apt,696
6066,Vesterbro-Kongens Enghave,55.66943000000001,12.5422,Entire home/apt,826
6067,Amager st,55.66494,12.61428,Entire home/apt,648
6068,Valby,55.67031,12.48326,Private room,591
6069,sterbro,55.70915,12.56585,Entire home/apt,598
6070,Indre By,55.67482,12.59322,Entire home/apt,1201
6071,Amager Vest,55.66519,12.57749,Entire home/apt,652
6072,Nrrebro,55.70046,12.54127,Entire home/apt,747
6073,Nrrebro,55.69901,12.54835,Entire home/apt,828
6074,Vesterbro-Kongens Enghave,55.6674,12.55315,Entire home/apt,300
6075,Vesterbro-Kongens Enghave,55.66479,12.54786,Entire home/apt,1297
6076,Frederiksberg,55.6846,12.52944,Entire home/apt,645
6077,sterbro,55.7051,12.58053,Entire home/apt,937
6078,Nrrebro,55.69294,12.56302,Entire home/apt,976
6079,sterbro,55.7059,12.57862,Entire home/apt,751
6080,Vesterbro-Kongens Enghave,55.66853,12.54757,Entire home/apt,949
6081,Indre By,55.68131999999999,12.58517,Entire home/apt,1201
6082,Bispebjerg,55.7236,12.52432,Private room,299
6083,Nrrebro,55.69496,12.54672,Entire home/apt,998
6084,Indre By,55.68484,12.56496,Entire home/apt,703
6085,Frederiksberg,55.68943,12.52354,Entire home/apt,944
6086,Bispebjerg,55.6968,12.52788,Entire home/apt,699
6087,Bispebjerg,55.69906999999999,12.53073,Entire home/apt,348
6088,Amager Vest,55.65868,12.60101,Entire home/apt,423
6089,Vesterbro-Kongens Enghave,55.66376999999999,12.53791,Entire home/apt,621
6090,Vesterbro-Kongens Enghave,55.66714,12.5457,Entire home/apt,1052
6091,Vesterbro-Kongens Enghave,55.66562,12.54623,Entire home/apt,798
6092,Vesterbro-Kongens Enghave,55.67392,12.55689,Entire home/apt,996
6093,Frederiksberg,55.68129,12.52394,Entire home/apt,498
6094,Frederiksberg,55.6833,12.50459,Private room,553
6095,Nrrebro,55.69475,12.54456,Entire home/apt,600
6096,Frederiksberg,55.69037,12.53198,Entire home/apt,949
6097,Nrrebro,55.6931,12.55283,Entire home/apt,971
6098,Amager Vest,55.66639,12.57626,Private room,523
6099,Frederiksberg,55.68255,12.53989,Private room,798
6100,sterbro,55.70679000000001,12.57547,Entire home/apt,1201
6101,Frederiksberg,55.68139,12.52292,Private room,401
6102,Indre By,55.69495,12.58925,Entire home/apt,751
6103,Frederiksberg,55.67633000000001,12.53463,Entire home/apt,996
6104,Amager Vest,55.65414000000001,12.56465,Entire home/apt,703
6105,Vesterbro-Kongens Enghave,55.66627,12.54954,Entire home/apt,949
6106,Nrrebro,55.69333,12.55172,Entire home/apt,1051
6107,Vesterbro-Kongens Enghave,55.66702,12.55587,Entire home/apt,1148
6108,Bispebjerg,55.70271,12.52805,Private room,150
6109,Amager st,55.65104,12.62021,Entire home/apt,580
6110,Amager Vest,55.62309000000001,12.58722,Entire home/apt,450
6111,Vesterbro-Kongens Enghave,55.67036,12.54947,Entire home/apt,1100
6112,sterbro,55.70531999999999,12.58166,Private room,300
6113,Vesterbro-Kongens Enghave,55.66088000000001,12.56247,Entire home/apt,798
6114,Frederiksberg,55.69326,12.53291,Entire home/apt,887
6115,Frederiksberg,55.67816,12.5476,Private room,403
6116,Vesterbro-Kongens Enghave,55.67101,12.54424,Entire home/apt,498
6117,Valby,55.67553,12.4919,Entire home/apt,901
6118,Frederiksberg,55.68133,12.51646,Entire home/apt,751
6119,Indre By,55.69203,12.577,Entire home/apt,1999
6120,Amager Vest,55.63671,12.59149,Private room,285
6121,Vesterbro-Kongens Enghave,55.66546999999999,12.55371,Entire home/apt,498
6122,Nrrebro,55.70161,12.53866,Entire home/apt,600
6123,Amager Vest,55.66459,12.58302,Entire home/apt,600
6124,Nrrebro,55.70157,12.53945,Entire home/apt,747
6125,Nrrebro,55.70159,12.55006,Private room,348
6126,Vesterbro-Kongens Enghave,55.66777,12.55579,Entire home/apt,751
6127,Amager Vest,55.65507,12.56749,Entire home/apt,1187
6128,Frederiksberg,55.69368000000001,12.53293,Entire home/apt,662
6129,Frederiksberg,55.69017,12.53399,Entire home/apt,901
6130,Frederiksberg,55.68951,12.53331,Private room,300
6131,sterbro,55.69451,12.57128,Entire home/apt,703
6132,Bispebjerg,55.6987,12.52976,Entire home/apt,396
6133,Nrrebro,55.69147,12.56394,Entire home/apt,498
6134,Frederiksberg,55.6888,12.53334,Entire home/apt,498
6135,sterbro,55.70838000000001,12.58429,Entire home/apt,498
6136,Indre By,55.68359,12.56331,Private room,553
6137,Vesterbro-Kongens Enghave,55.66993000000001,12.54378,Private room,401
6138,Vesterbro-Kongens Enghave,55.67075,12.56052,Entire home/apt,1099
6139,Indre By,55.68196,12.56306,Entire home/apt,600
6140,Nrrebro,55.68695,12.54876,Entire home/apt,519
6141,Nrrebro,55.68786,12.5462,Entire home/apt,594
6142,sterbro,55.71155,12.56105,Private room,321
6143,Vesterbro-Kongens Enghave,55.66735,12.54781,Entire home/apt,778
6144,Vanlse,55.69557,12.48447,Entire home/apt,652
6145,Nrrebro,55.70059000000001,12.55359,Entire home/apt,600
6146,sterbro,55.70375,12.58673,Entire home/apt,903
6147,Frederiksberg,55.68256,12.54698,Entire home/apt,1003
6148,Nrrebro,55.68661,12.55721,Entire home/apt,1501
6149,Nrrebro,55.68547,12.55684,Private room,300
6150,Nrrebro,55.69053,12.54542,Private room,348
6151,Indre By,55.68213000000001,12.56793,Private room,450
6152,sterbro,55.6981,12.5827,Entire home/apt,710
6153,Amager st,55.65858000000001,12.60894,Entire home/apt,328
6154,Indre By,55.69338000000001,12.57527,Entire home/apt,798
6155,Bispebjerg,55.70132,12.53644,Entire home/apt,648
6156,sterbro,55.71023,12.57811,Private room,205
6157,Nrrebro,55.68762,12.54563,Private room,401
6158,Indre By,55.68334,12.5644,Entire home/apt,1201
6159,Frederiksberg,55.68409000000001,12.53975,Private room,280
6160,Indre By,55.67292,12.5946,Entire home/apt,2893
6161,Frederiksberg,55.68419,12.53833,Entire home/apt,648
6162,Amager Vest,55.64665,12.58992,Entire home/apt,573
6163,Frederiksberg,55.6824,12.536,Entire home/apt,484
6164,Vesterbro-Kongens Enghave,55.66846999999999,12.54673,Entire home/apt,849
6165,Indre By,55.67496,12.57196,Entire home/apt,1392
6166,Nrrebro,55.70081999999999,12.53888,Entire home/apt,498
6167,Indre By,55.67998000000001,12.59115,Entire home/apt,1099
6168,sterbro,55.6928,12.57,Entire home/apt,778
6169,Frederiksberg,55.68186,12.53738,Entire home/apt,751
6170,Frederiksberg,55.67586,12.51806,Private room,300
6171,Nrrebro,55.69046,12.54429,Entire home/apt,696
6172,sterbro,55.70842,12.58542,Entire home/apt,699
6173,Valby,55.64702,12.49083,Entire home/apt,751
6174,Indre By,55.67887,12.56891,Entire home/apt,798
6175,Vesterbro-Kongens Enghave,55.67316999999999,12.55139,Entire home/apt,1597
6176,Nrrebro,55.70195,12.54985,Entire home/apt,751
6177,sterbro,55.71306,12.55913,Private room,299
6178,Indre By,55.683,12.58666,Private room,441
6179,Nrrebro,55.69566999999999,12.54576,Entire home/apt,348
6180,Vesterbro-Kongens Enghave,55.66913,12.5414,Entire home/apt,1392
6181,Valby,55.6633,12.51497,Entire home/apt,903
6182,Bispebjerg,55.70622,12.52968,Entire home/apt,498
6183,Nrrebro,55.69481999999999,12.54619,Entire home/apt,679
6184,Indre By,55.68272,12.56503,Private room,553
6185,Indre By,55.67952,12.592,Entire home/apt,1249
6186,Bispebjerg,55.71999,12.54812,Private room,498
6187,Indre By,55.677,12.57552,Entire home/apt,600
6188,Nrrebro,55.70177,12.54979,Entire home/apt,598
6189,Nrrebro,55.70016999999999,12.55333,Entire home/apt,478
6190,sterbro,55.70341,12.5814,Entire home/apt,498
6191,Nrrebro,55.6951,12.5513,Entire home/apt,457
6192,Nrrebro,55.68953000000001,12.56309,Entire home/apt,1202
6193,Indre By,55.67627,12.59352,Private room,853
6194,Nrrebro,55.68733,12.54953,Entire home/apt,498
6195,Indre By,55.68364,12.56532,Entire home/apt,1099
6196,sterbro,55.69909000000001,12.58803,Entire home/apt,703
6197,Amager Vest,55.66803,12.59381,Entire home/apt,901
6198,sterbro,55.7013,12.58218,Entire home/apt,798
6199,Indre By,55.68428,12.58794,Entire home/apt,1999
6200,Vesterbro-Kongens Enghave,55.67137,12.54383,Entire home/apt,1153
6201,sterbro,55.70875,12.57172,Entire home/apt,600
6202,Amager Vest,55.64454,12.59598,Entire home/apt,1447
6203,Vesterbro-Kongens Enghave,55.66954000000001,12.54918,Entire home/apt,1202
6204,Bispebjerg,55.7071,12.53695,Entire home/apt,362
6205,Indre By,55.67357,12.60074,Entire home/apt,767
6206,Frederiksberg,55.68792,12.52885,Entire home/apt,553
6207,Vesterbro-Kongens Enghave,55.6688,12.54703,Entire home/apt,894
6208,Vesterbro-Kongens Enghave,55.66623000000001,12.5389,Entire home/apt,498
6209,Frederiksberg,55.68169,12.51478,Entire home/apt,553
6210,Indre By,55.68385,12.56346,Private room,348
6211,Bispebjerg,55.70305,12.52849,Entire home/apt,648
6212,Nrrebro,55.70055,12.54245,Entire home/apt,448
6213,Nrrebro,55.6936,12.5454,Entire home/apt,1100
6214,Nrrebro,55.68975,12.55915,Entire home/apt,553
6215,Nrrebro,55.68949,12.56066,Entire home/apt,648
6216,Indre By,55.67845,12.58428,Entire home/apt,1153
6217,Amager st,55.65979,12.62152,Entire home/apt,696
6218,Vesterbro-Kongens Enghave,55.66582,12.55227,Entire home/apt,648
6219,Indre By,55.68492,12.56546,Entire home/apt,751
6220,sterbro,55.70367,12.58389,Entire home/apt,903
6221,Nrrebro,55.68539000000001,12.5608,Entire home/apt,1799
6222,sterbro,55.70362,12.579,Entire home/apt,901
6223,Amager Vest,55.65408000000001,12.60968,Entire home/apt,751
6224,Amager st,55.66466,12.60064,Private room,550
6225,Nrrebro,55.70003000000001,12.54316,Entire home/apt,409
6226,Amager st,55.66321,12.62927,Entire home/apt,600
6227,Indre By,55.69017,12.57007,Entire home/apt,1003
6228,sterbro,55.69959,12.58575,Entire home/apt,1351
6229,Indre By,55.68323,12.61407,Entire home/apt,703
6230,Vesterbro-Kongens Enghave,55.66908000000001,12.55405,Entire home/apt,747
6231,Frederiksberg,55.68907,12.53881,Entire home/apt,498
6232,Valby,55.65719,12.51835,Entire home/apt,450
6233,Nrrebro,55.69409,12.54106,Entire home/apt,798
6234,Amager st,55.66439,12.62944,Entire home/apt,1201
6235,Indre By,55.68461,12.615,Entire home/apt,998
6236,Amager st,55.66544,12.61428,Entire home/apt,444
6237,Nrrebro,55.69214,12.56636,Entire home/apt,403
6238,Nrrebro,55.70424000000001,12.54743,Entire home/apt,498
6239,Indre By,55.6919,12.57128,Entire home/apt,1202
6240,Indre By,55.68479,12.58871,Entire home/apt,978
6241,sterbro,55.69221,12.5694,Entire home/apt,833
6242,Nrrebro,55.69215,12.54576,Private room,550
6243,Brnshj-Husum,55.71173,12.47005,Entire home/apt,403
6244,Amager Vest,55.66579,12.58036,Entire home/apt,1003
6245,Frederiksberg,55.68552,12.52579,Entire home/apt,1897
6246,Vesterbro-Kongens Enghave,55.6692,12.55675,Entire home/apt,423
6247,Nrrebro,55.702,12.5439,Entire home/apt,550
6248,sterbro,55.70801,12.58513,Entire home/apt,1107
6249,Amager st,55.66262,12.61294,Entire home/apt,553
6250,Bispebjerg,55.70001,12.52838,Entire home/apt,1202
6251,Vesterbro-Kongens Enghave,55.6659,12.55042,Entire home/apt,648
6252,Frederiksberg,55.68363000000001,12.54902,Entire home/apt,798
6253,Indre By,55.68718000000001,12.61593,Entire home/apt,600
6254,Indre By,55.68646,12.58767,Entire home/apt,710
6255,Nrrebro,55.70241,12.55164,Private room,259
6256,Valby,55.65304,12.51653,Entire home/apt,389
6257,Frederiksberg,55.67059,12.52994,Entire home/apt,450
6258,Vesterbro-Kongens Enghave,55.66493000000001,12.55521,Entire home/apt,566
6259,Bispebjerg,55.71556999999999,12.53519,Entire home/apt,1003
6260,Vesterbro-Kongens Enghave,55.666030000000006,12.55003,Entire home/apt,598
6261,Amager st,55.65122,12.63127,Entire home/apt,1290
6262,Frederiksberg,55.68448000000001,12.55174,Entire home/apt,1100
6263,Vesterbro-Kongens Enghave,55.66849000000001,12.55077,Private room,450
6264,Bispebjerg,55.70792,12.53745,Entire home/apt,450
6265,Indre By,55.68441,12.5638,Entire home/apt,1202
6266,Frederiksberg,55.68895,12.51976,Entire home/apt,600
6267,Vesterbro-Kongens Enghave,55.66825,12.55142,Entire home/apt,498
6268,Vesterbro-Kongens Enghave,55.6511,12.54887,Entire home/apt,403
6269,Vesterbro-Kongens Enghave,55.67143000000001,12.54925,Entire home/apt,699
6270,Indre By,55.68464,12.5766,Entire home/apt,1201
6271,Amager Vest,55.65925,12.57088,Entire home/apt,747
6272,Nrrebro,55.68446,12.55881,Entire home/apt,901
6273,Vesterbro-Kongens Enghave,55.66509,12.54564,Entire home/apt,1099
6274,Vanlse,55.6936,12.49833,Private room,252
6275,Nrrebro,55.69187,12.55119,Private room,498
6276,sterbro,55.70772,12.58897,Entire home/apt,498
6277,Frederiksberg,55.68068,12.52113,Entire home/apt,450
6278,Amager Vest,55.66394,12.58144,Entire home/apt,600
6279,Nrrebro,55.69085,12.5588,Entire home/apt,998
6280,Vesterbro-Kongens Enghave,55.67100000000001,12.54641,Entire home/apt,498
6281,Frederiksberg,55.67341999999999,12.53895,Private room,498
6282,Amager st,55.66173000000001,12.61572,Entire home/apt,484
6283,Brnshj-Husum,55.71955,12.50675,Entire home/apt,969
6284,Vesterbro-Kongens Enghave,55.66611999999999,12.54728,Entire home/apt,587
6285,Indre By,55.67131,12.58925,Entire home/apt,679
6286,Vesterbro-Kongens Enghave,55.66268,12.53813,Entire home/apt,498
6287,Frederiksberg,55.68925,12.53513,Entire home/apt,553
6288,Frederiksberg,55.67092,12.53749,Entire home/apt,998
6289,Amager Vest,55.65911,12.59065,Entire home/apt,600
6290,Indre By,55.69458,12.59108,Entire home/apt,2648
6291,Indre By,55.69627,12.58373,Private room,334
6292,Frederiksberg,55.67876999999999,12.50752,Entire home/apt,901
6293,Frederiksberg,55.67126999999999,12.53188,Entire home/apt,998
6294,Indre By,55.67668000000001,12.58993,Entire home/apt,998
6295,Indre By,55.69013,12.57227,Private room,550
6296,Vesterbro-Kongens Enghave,55.66849000000001,12.54304,Entire home/apt,573
6297,Nrrebro,55.68634,12.56149,Entire home/apt,985
6298,Vesterbro-Kongens Enghave,55.65839,12.5386,Entire home/apt,450
6299,Vesterbro-Kongens Enghave,55.6575,12.53928,Entire home/apt,498
6300,Indre By,55.67851999999999,12.57951,Entire home/apt,880
6301,Frederiksberg,55.68578,12.53664,Entire home/apt,696
6302,Indre By,55.68405,12.56858,Entire home/apt,1052
6303,Bispebjerg,55.70081999999999,12.53051,Entire home/apt,450
6304,Amager Vest,55.64676,12.58925,Entire home/apt,798
6305,Indre By,55.68283,12.57234,Private room,272
6306,Nrrebro,55.69286999999999,12.54366,Entire home/apt,676
6307,Frederiksberg,55.68654,12.53147,Private room,1202
6308,Frederiksberg,55.67914,12.52735,Entire home/apt,525
6309,Brnshj-Husum,55.71136,12.50744,Entire home/apt,901
6310,Nrrebro,55.69911999999999,12.53838,Private room,300
6311,Nrrebro,55.68908,12.56165,Entire home/apt,747
6312,Nrrebro,55.6979,12.54126,Entire home/apt,471
6313,Indre By,55.67819,12.56948,Entire home/apt,2098
6314,sterbro,55.7067,12.58184,Entire home/apt,450
6315,Frederiksberg,55.68802,12.52151,Entire home/apt,798
6316,Frederiksberg,55.68334,12.53535,Entire home/apt,553
6317,Nrrebro,55.69141,12.56285,Entire home/apt,505
6318,Nrrebro,55.68826,12.55415,Entire home/apt,798
6319,Frederiksberg,55.67953000000001,12.54724,Entire home/apt,853
6320,Nrrebro,55.69828,12.55463,Entire home/apt,423
6321,Indre By,55.67619000000001,12.5975,Entire home/apt,853
6322,Frederiksberg,55.69061,12.53508,Entire home/apt,498
6323,Indre By,55.69148000000001,12.57655,Entire home/apt,648
6324,Nrrebro,55.7048,12.55521,Entire home/apt,553
6325,Bispebjerg,55.69999,12.52797,Entire home/apt,450
6326,Indre By,55.68495,12.58435,Entire home/apt,998
6327,Nrrebro,55.68771,12.56212,Entire home/apt,778
6328,Frederiksberg,55.67961,12.55396,Entire home/apt,710
6329,sterbro,55.7067,12.56034,Private room,251
6330,Indre By,55.68854,12.57292,Private room,550
6331,Vesterbro-Kongens Enghave,55.66939,12.54485,Entire home/apt,553
6332,Nrrebro,55.69006,12.55994,Entire home/apt,955
6333,Nrrebro,55.69033,12.54415,Entire home/apt,699
6334,Amager st,55.66524,12.61591,Entire home/apt,553
6335,Frederiksberg,55.68048,12.50783,Entire home/apt,689
6336,Nrrebro,55.70077,12.54027,Entire home/apt,600
6337,Vesterbro-Kongens Enghave,55.65085,12.54607,Entire home/apt,798
6338,Valby,55.6645,12.52203,Entire home/apt,618
6339,Bispebjerg,55.70278,12.52843,Entire home/apt,553
6340,Amager Vest,55.66171,12.57365,Entire home/apt,751
6341,Amager st,55.66253,12.60669,Entire home/apt,450
6342,Amager st,55.65305,12.61263,Entire home/apt,798
6343,Indre By,55.69124,12.57238,Entire home/apt,710
6344,Vesterbro-Kongens Enghave,55.67217,12.54605,Entire home/apt,498
6345,Vanlse,55.68012,12.48835,Entire home/apt,403
6346,Indre By,55.688280000000006,12.59164,Entire home/apt,600
6347,Bispebjerg,55.71526,12.51971,Entire home/apt,648
6348,Vesterbro-Kongens Enghave,55.67024,12.55547,Entire home/apt,901
6349,Nrrebro,55.69999,12.53933,Entire home/apt,710
6350,Amager st,55.66335,12.60291,Private room,212
6351,Valby,55.65639,12.50947,Entire home/apt,903
6352,Indre By,55.68283,12.57092,Private room,184
6353,Nrrebro,55.68505,12.55738,Entire home/apt,901
6354,Vanlse,55.69127,12.48596,Entire home/apt,450
6355,Amager Vest,55.66074,12.56978,Entire home/apt,998
6356,Nrrebro,55.69125,12.54595,Entire home/apt,631
6357,Bispebjerg,55.70838000000001,12.51903,Private room,484
6358,Nrrebro,55.69767,12.53743,Private room,375
6359,Frederiksberg,55.68544,12.52915,Entire home/apt,498
6360,Vanlse,55.69176,12.51065,Shared room,409
6361,Indre By,55.68298000000001,12.58318,Entire home/apt,720
6362,Valby,55.66599,12.51873,Entire home/apt,798
6363,sterbro,55.69707,12.58066,Entire home/apt,1201
6364,Nrrebro,55.68805,12.54155,Entire home/apt,703
6365,Nrrebro,55.69936,12.54396,Entire home/apt,423
6366,Amager Vest,55.66581,12.57659,Entire home/apt,751
6367,Nrrebro,55.69973,12.53864,Private room,300
6368,sterbro,55.70571999999999,12.58156,Entire home/apt,598
6369,Vesterbro-Kongens Enghave,55.64686,12.5484,Entire home/apt,1501
6370,Bispebjerg,55.70889,12.53888,Entire home/apt,355
6371,Nrrebro,55.69668000000001,12.54147,Private room,502
6372,Indre By,55.67929,12.57265,Entire home/apt,1099
6373,Nrrebro,55.68609,12.5539,Entire home/apt,498
6374,Frederiksberg,55.67424000000001,12.54188,Entire home/apt,1119
6375,Nrrebro,55.68663000000001,12.54999,Private room,328
6376,Amager st,55.660680000000006,12.62231,Entire home/apt,607
6377,Amager st,55.64523000000001,12.6184,Private room,435
6378,Indre By,55.68657,12.58641,Entire home/apt,798
6379,sterbro,55.69937,12.58474,Entire home/apt,703
6380,Vesterbro-Kongens Enghave,55.67037,12.5535,Entire home/apt,751
6381,Nrrebro,55.68243,12.55595,Private room,348
6382,Vesterbro-Kongens Enghave,55.66978,12.54647,Entire home/apt,901
6383,Amager st,55.64694,12.61592,Entire home/apt,532
6384,Nrrebro,55.70804,12.55038,Entire home/apt,553
6385,Valby,55.66651,12.51116,Entire home/apt,246
6386,Nrrebro,55.69846999999999,12.54798,Entire home/apt,682
6387,Vesterbro-Kongens Enghave,55.66508,12.55769,Entire home/apt,717
6388,Nrrebro,55.6931,12.53994,Entire home/apt,498
6389,Indre By,55.68938000000001,12.58502,Private room,2003
6390,sterbro,55.70217,12.57627,Private room,300
6391,Frederiksberg,55.6928,12.53358,Entire home/apt,805
6392,Nrrebro,55.70058,12.53922,Entire home/apt,423
6393,Vesterbro-Kongens Enghave,55.66811,12.54733,Private room,672
6394,sterbro,55.70129,12.57982,Entire home/apt,989
6395,Indre By,55.6791,12.57563,Private room,577
6396,Frederiksberg,55.69058,12.52965,Entire home/apt,951
6397,Vesterbro-Kongens Enghave,55.66506,12.55348,Entire home/apt,1052
6398,Amager st,55.66011999999999,12.61013,Entire home/apt,951
6399,Frederiksberg,55.68086,12.54797,Entire home/apt,676
6400,Vanlse,55.69421,12.48936,Private room,280
6401,Indre By,55.68325,12.5677,Entire home/apt,1983
6402,Nrrebro,55.69129,12.54663,Entire home/apt,652
6403,Nrrebro,55.70173000000001,12.54346,Entire home/apt,403
6404,Indre By,55.67854000000001,12.57635,Entire home/apt,3999
6405,Frederiksberg,55.68884,12.53805,Entire home/apt,403
6406,Vesterbro-Kongens Enghave,55.65319,12.54432,Entire home/apt,600
6407,Indre By,55.67435,12.57613,Entire home/apt,1003
6408,Bispebjerg,55.7078,12.53224,Private room,373
6409,Indre By,55.67841,12.57639,Entire home/apt,3898
6410,Frederiksberg,55.676080000000006,12.51257,Entire home/apt,498
6411,Nrrebro,55.69094000000001,12.53894,Entire home/apt,1051
6412,Indre By,55.68348,12.56249,Entire home/apt,998
6413,sterbro,55.71299000000001,12.57633,Entire home/apt,498
6414,Frederiksberg,55.67919000000001,12.51983,Entire home/apt,652
6415,Nrrebro,55.68503000000001,12.55647,Entire home/apt,996
6416,Indre By,55.68269,12.5643,Entire home/apt,2003
6417,Indre By,55.68711,12.58553,Entire home/apt,1112
6418,sterbro,55.70669,12.56206,Entire home/apt,375
6419,Frederiksberg,55.69013,12.52882,Entire home/apt,328
6420,sterbro,55.70475,12.58945,Entire home/apt,580
6421,Frederiksberg,55.69427,12.53099,Entire home/apt,648
6422,Indre By,55.67387,12.58949,Private room,341
6423,sterbro,55.72055,12.57272,Entire home/apt,798
6424,Amager st,55.66486,12.60972,Entire home/apt,703
6425,Nrrebro,55.68487,12.55655,Entire home/apt,978
6426,Nrrebro,55.69315,12.54459,Entire home/apt,600
6427,Vesterbro-Kongens Enghave,55.67204,12.55055,Entire home/apt,896
6428,Indre By,55.6852,12.56615,Entire home/apt,887
6429,Nrrebro,55.68519000000001,12.54938,Entire home/apt,532
6430,Amager Vest,55.66167,12.58048,Entire home/apt,564
6431,Amager Vest,55.66235,12.59934,Entire home/apt,798
